Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   82    0    0    0    1    0    2    0    0    0
  1 |    0  123    0    0    1    1    0    0    1    0
  2 |    2    0  104    2    1    0    1    5    0    1
  3 |    1    0    3   92    0    5    0    1    4    1
  4 |    1    3    1    0  100    0    0    3    0    2
  5 |    2    0    0    0    0   78    2    1    3    1
  6 |    2    0    0    0    2    1   82    0    0    0
  7 |    1    4    2    1    3    0    0   82    1    5
  8 |    2    0    2    0    1    1    0    2   76    5
  9 |    0    1    0    0    9    0    0    4    1   79
