Confusion Matrix
(rows = actual, columns = predicted)

         0    1    2    3    4    5    6    7    8    9
     --------------------------------------------------
  0 |   79    0    0    0    2    1    0    0    2    1
  1 |    0  124    0    0    0    0    1    0    1    0
  2 |    2    0  105    2    0    0    0    2    2    3
  3 |    0    0    5   89    0    4    1    3    4    1
  4 |    0    0    1    0   94    2    2    1    2    8
  5 |    1    0    0    3    0   78    0    0    4    1
  6 |    4    0    0    0    3    3   77    0    0    0
  7 |    0    0    4    0    2    0    0   92    0    1
  8 |    1    0    3    1    2    1    2    1   76    2
  9 |    0    0    1    1    1    0    0    3    2   86
