Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    80    0    0    1    1    0    0    0    3    0 | 94.1%
  1 |     0  124    1    0    0    0    0    0    1    0 | 98.4%
  2 |     0    1  102    7    1    0    1    1    3    0 | 87.9%
  3 |     0    0    2   96    0    3    0    2    3    1 | 89.7%
  4 |     0    0    1    0  100    0    2    0    4    3 | 90.9%
  5 |     1    0    0    1    0   78    1    0    5    1 | 89.7%
  6 |     1    0    0    0    0    1   85    0    0    0 | 97.7%
  7 |     0    0    3    2    3    0    0   87    0    4 | 87.9%
  8 |     3    0    0    2    0    0    0    1   81    2 | 91.0%
  9 |     0    1    0    0    2    0    0    2    2   87 | 92.6%
