Confusion Matrix
(rows = actual, columns = predicted)

         0    1    2    3    4    5    6    7    8    9
     --------------------------------------------------
  0 |   79    0    1    0    0    0    1    0    3    1
  1 |    0  119    0    1    0    0    3    0    3    0
  2 |    0    1   98    5    1    0    0    3    8    0
  3 |    1    1    5   91    0    4    2    0    2    1
  4 |    1    1    1    1   95    1    4    0    2    4
  5 |    1    0    1    4    0   75    1    0    5    0
  6 |    4    0    0    0    1    4   78    0    0    0
  7 |    1    1    3    7    1    1    0   83    1    1
  8 |    1    0    3    5    0    3    1    0   74    2
  9 |    0    1    0    3    5    0    0    2    6   77
