Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    76    0    2    0    1    2    2    0    2    0 | 89.4%
  1 |     0  121    0    2    0    0    1    1    1    0 | 96.0%
  2 |     4    0  102    0    0    1    0    3    4    2 | 87.9%
  3 |     0    0    1   99    1    1    2    1    1    1 | 92.5%
  4 |     0    2    1    1   83    0    3    1    6   13 | 75.5%
  5 |     1    0    1    6    0   67    3    2    5    2 | 77.0%
  6 |     6    0    0    0    3    1   75    0    2    0 | 86.2%
  7 |     0    4    4    4    2    0    0   81    0    4 | 81.8%
  8 |     2    0    3    2    2    0    3    0   71    6 | 79.8%
  9 |     0    1    1    3    6    0    0    1    4   78 | 83.0%
