Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    78    0    1    2    0    1    1    0    1    1 | 91.8%
  1 |     0  119    2    1    0    4    0    0    0    0 | 94.4%
  2 |     3    1  101    2    1    0    1    3    2    2 | 87.1%
  3 |     0    0    4   93    0    7    0    1    1    1 | 86.9%
  4 |     0    1    1    1   91    2    2    2    1    9 | 82.7%
  5 |     0    0    1    3    0   80    2    0    1    0 | 92.0%
  6 |     5    0    1    0    1    4   76    0    0    0 | 87.4%
  7 |     1    1    6    0    1    0    0   84    0    6 | 84.8%
  8 |     3    0    2    7    2    1    1    2   61   10 | 68.5%
  9 |     0    1    0    2    1    0    0    0    2   88 | 93.6%
