Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    82    0    0    0    1    1    1    0    0    0 | 96.5%
  1 |     0  123    1    1    0    1    0    0    0    0 | 97.6%
  2 |     2    0  107    2    0    0    0    2    3    0 | 92.2%
  3 |     0    0    2   98    1    1    0    0    4    1 | 91.6%
  4 |     0    0    0    0  104    0    0    1    0    5 | 94.5%
  5 |     1    0    0    3    1   75    1    0    6    0 | 86.2%
  6 |     3    0    0    0    1    2   81    0    0    0 | 93.1%
  7 |     0    2    1    1    4    0    0   86    0    5 | 86.9%
  8 |     2    0    1    2    2    2    0    0   78    2 | 87.6%
  9 |     0    1    0    1    6    1    0    1    2   82 | 87.2%
