Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    83    0    0    0    0    0    2    0    0    0 | 97.6%
  1 |     0  124    0    1    0    0    0    0    1    0 | 98.4%
  2 |     1    1  108    3    0    0    1    2    0    0 | 93.1%
  3 |     0    1    1  104    0    1    0    0    0    0 | 97.2%
  4 |     0    1    0    0   97    0    1    1    1    9 | 88.2%
  5 |     1    0    0    1    0   83    0    0    2    0 | 95.4%
  6 |     4    0    0    0    0    0   83    0    0    0 | 95.4%
  7 |     0    0    2    3    1    0    0   92    0    1 | 92.9%
  8 |     2    0    2    2    0    0    0    0   78    5 | 87.6%
  9 |     0    1    0    1    1    0    0    0    3   88 | 93.6%
