Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   83    0    1    0    0    1    0    0    0    0
  1 |    0  125    0    0    0    1    0    0    0    0
  2 |    2    1  107    0    0    0    1    4    1    0
  3 |    1    1    0  102    0    3    0    0    0    0
  4 |    0    0    1    0  104    0    0    0    2    3
  5 |    2    0    0    0    0   83    0    1    1    0
  6 |    1    0    0    0    1    3   82    0    0    0
  7 |    0    2    3    0    1    1    0   89    0    3
  8 |    0    0    1    3    1    0    0    1   82    1
  9 |    0    0    0    0    2    0    0    1    2   89
