Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    83    0    0    0    0    0    1    0    1    0 | 97.6%
  1 |     0  124    0    0    0    1    1    0    0    0 | 98.4%
  2 |     3    0  100    1    1    0    1    4    6    0 | 86.2%
  3 |     1    1    2   95    1    4    0    0    2    1 | 88.8%
  4 |     0    1    1    0  100    0    3    1    0    4 | 90.9%
  5 |     0    0    0    2    1   77    3    0    4    0 | 88.5%
  6 |     4    0    0    0    2    3   78    0    0    0 | 89.7%
  7 |     0    1    0    0    0    0    0   92    2    4 | 92.9%
  8 |     2    1    2    4    4    2    1    1   69    3 | 77.5%
  9 |     0    1    1    1    3    0    0    2    5   81 | 86.2%
