Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    79    0    1    0    0    0    5    0    0    0 | 92.9%
  1 |     0  123    0    1    0    1    1    0    0    0 | 97.6%
  2 |     3    0   96    4    0    0    1    3    7    2 | 82.8%
  3 |     0    0    2   93    0    5    3    0    3    1 | 86.9%
  4 |     0    1    0    0   97    0    2    2    2    6 | 88.2%
  5 |     1    0    0    2    0   72    3    0    8    1 | 82.8%
  6 |     2    0    0    0    1    1   83    0    0    0 | 95.4%
  7 |     0    3    2    0    0    0    0   90    1    3 | 90.9%
  8 |     0    0    3    1    1    4    0    2   76    2 | 85.4%
  9 |     0    1    1    0    1    1    0    0    4   86 | 91.5%
