Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   82    0    0    1    0    0    1    0    1    0
  1 |    0  125    0    1    0    0    0    0    0    0
  2 |    1    2  107    1    0    0    0    2    3    0
  3 |    0    0    0  104    1    1    0    0    1    0
  4 |    0    0    1    0  107    0    0    1    0    1
  5 |    0    0    0    0    0   86    0    0    1    0
  6 |    3    0    0    0    0    0   83    0    1    0
  7 |    0    0    3    0    1    0    0   93    0    2
  8 |    0    0    1    3    0    0    0    0   84    1
  9 |    0    0    0    1    3    0    0    2    3   85
