Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   82    0    0    0    0    0    2    0    1    0
  1 |    0  124    2    0    0    0    0    0    0    0
  2 |    1    1  109    1    0    0    0    2    2    0
  3 |    1    0    2   98    0    5    0    0    1    0
  4 |    0    1    2    0  104    0    0    1    0    2
  5 |    0    0    0    0    0   86    1    0    0    0
  6 |    3    0    0    0    0    0   84    0    0    0
  7 |    0    0    3    0    0    0    0   96    0    0
  8 |    3    0    4    0    0    0    0    0   81    1
  9 |    0    1    0    0    2    1    0    4    0   86
