Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   81    0    0    0    0    0    2    0    1    1
  1 |    0  124    0    2    0    0    0    0    0    0
  2 |    1    1  100    2    0    0    2    4    4    2
  3 |    0    0    0   97    0    3    1    1    3    2
  4 |    0    0    1    0   93    0    4    1    2    9
  5 |    1    0    0    3    0   80    1    0    2    0
  6 |    3    0    1    0    1    2   79    0    1    0
  7 |    0    3    3    2    0    1    0   84    1    5
  8 |    2    0    1    5    1    0    0    2   74    4
  9 |    0    1    0    2    2    0    0    2    3   84
