Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    80    0    1    1    1    0    1    1    0    0 | 94.1%
  1 |     0  120    2    1    0    1    1    0    0    1 | 95.2%
  2 |     1    0  112    1    1    0    0    1    0    0 | 96.6%
  3 |     0    0    0   97    0    8    0    0    1    1 | 90.7%
  4 |     0    1    0    0   98    0    0    1    0   10 | 89.1%
  5 |     0    0    0    1    0   83    2    0    1    0 | 95.4%
  6 |     3    0    0    0    0    3   81    0    0    0 | 93.1%
  7 |     0    0    1    5    0    0    0   90    0    3 | 90.9%
  8 |     1    0    0    4    0    3    1    1   76    3 | 85.4%
  9 |     0    1    0    0    0    0    0    2    0   91 | 96.8%
