Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    82    0    1    0    0    0    2    0    0    0 | 96.5%
  1 |     0  123    0    1    0    1    1    0    0    0 | 97.6%
  2 |     4    1   90    8    1    1    2    2    7    0 | 77.6%
  3 |     1    0    2   95    1    2    4    1    1    0 | 88.8%
  4 |     0    1    0    0   94    0    1    3    2    9 | 85.5%
  5 |     1    0    0    3    0   70    5    0    7    1 | 80.5%
  6 |     6    0    0    0    0    3   78    0    0    0 | 89.7%
  7 |     0    2    2    1    1    0    0   86    0    7 | 86.9%
  8 |     0    1    2    6    0    3    1    2   70    4 | 78.7%
  9 |     0    2    1    0    8    0    0    2    4   77 | 81.9%
