Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    81    0    0    0    0    1    2    0    1    0 | 95.3%
  1 |     0  124    1    0    0    1    0    0    0    0 | 98.4%
  2 |     2    0  106    1    0    0    1    3    3    0 | 91.4%
  3 |     1    0    6   89    1    3    1    0    4    2 | 83.2%
  4 |     0    0    0    0   98    0    1    1    2    8 | 89.1%
  5 |     1    0    0    1    1   74    4    0    6    0 | 85.1%
  6 |     3    0    0    0    0    1   82    0    1    0 | 94.3%
  7 |     0    1    0    1    1    0    0   90    0    6 | 90.9%
  8 |     2    0    1    1    2    2    0    1   76    4 | 85.4%
  9 |     0    1    0    0    1    1    0    0    3   88 | 93.6%
