Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    82    0    0    0    0    0    2    0    1    0 | 96.5%
  1 |     0  122    1    0    0    1    0    0    2    0 | 96.8%
  2 |     3    0  103    4    1    0    1    2    2    0 | 88.8%
  3 |     1    0    1   93    1    2    1    1    5    2 | 86.9%
  4 |     0    0    0    0   97    0    3    0    3    7 | 88.2%
  5 |     0    0    0    1    1   74    2    0    8    1 | 85.1%
  6 |     3    0    0    0    0    2   81    0    1    0 | 93.1%
  7 |     0    1    0    2    0    0    0   94    0    2 | 94.9%
  8 |     2    0    1    1    3    2    0    1   77    2 | 86.5%
  9 |     0    1    0    0    3    0    0    2    3   85 | 90.4%
