Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   80    0    0    0    1    0    1    1    2    0
  1 |    0  122    2    1    0    1    0    0    0    0
  2 |    0    0  104    4    0    0    1    3    2    2
  3 |    0    1    5   95    0    5    1    0    0    0
  4 |    0    0    1    0   95    1    2    2    1    8
  5 |    0    0    0    1    0   81    2    0    3    0
  6 |    2    0    0    0    1    1   83    0    0    0
  7 |    0    3    3    2    1    0    0   85    0    5
  8 |    1    0    0    2    0    2    0    1   74    9
  9 |    0    0    0    0    1    1    0    3    1   88
