Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    81    0    1    0    0    2    1    0    0    0 | 95.3%
  1 |     0  121    0    0    2    0    1    0    2    0 | 96.0%
  2 |     3    1  102    0    1    0    0    3    5    1 | 87.9%
  3 |     0    2    0   97    0    5    0    0    1    2 | 90.7%
  4 |     0    2    0    0   97    0    1    0    0   10 | 88.2%
  5 |     1    0    0    2    0   81    1    1    1    0 | 93.1%
  6 |     5    0    0    0    5    1   75    0    1    0 | 86.2%
  7 |     0    1    1    5    1    0    0   89    0    2 | 89.9%
  8 |     3    0    2    2    1    1    2    2   70    6 | 78.7%
  9 |     0    1    0    0    3    1    0    2    0   87 | 92.6%
