Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    78    0    1    0    0    0    2    1    3    0 | 91.8%
  1 |     0  120    1    1    1    1    1    1    0    0 | 95.2%
  2 |     3    0   95    5    0    0    2    3    8    0 | 81.9%
  3 |     0    0    4   97    0    4    1    1    0    0 | 90.7%
  4 |     0    2    0    0   93    0    3    5    0    7 | 84.5%
  5 |     1    0    0    3    0   70    3    1    8    1 | 80.5%
  6 |     3    0    0    0    1    3   80    0    0    0 | 92.0%
  7 |     0    1    1    1    0    0    0   94    1    1 | 94.9%
  8 |     0    0    6    2    1    2    3    4   70    1 | 78.7%
  9 |     0    1    0    0    1    1    0    9    2   80 | 85.1%
