Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    78    0    1    0    1    0    3    1    0    1 | 91.8%
  1 |     0  123    0    1    0    0    0    1    1    0 | 97.6%
  2 |     0    1  105    1    0    0    0    3    5    1 | 90.5%
  3 |     0    1    4   95    0    2    0    2    2    1 | 88.8%
  4 |     0    2    0    0   97    0    0    2    1    8 | 88.2%
  5 |     0    0    0    0    0   78    2    0    4    3 | 89.7%
  6 |     3    0    1    0    0    2   81    0    0    0 | 93.1%
  7 |     0    0    2    2    2    0    0   89    1    3 | 89.9%
  8 |     1    0    2    0    0    1    1    1   79    4 | 88.8%
  9 |     0    1    0    1    2    0    0    6    2   82 | 87.2%
