Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   84    0    0    0    0    1    0    0    0    0
  1 |    0  126    0    0    0    0    0    0    0    0
  2 |    2    2  107    1    0    0    1    3    0    0
  3 |    1    0    2   99    0    4    0    0    1    0
  4 |    0    1    1    0  105    0    0    1    0    2
  5 |    1    0    0    0    1   84    0    0    1    0
  6 |    2    0    0    0    0    2   83    0    0    0
  7 |    0    3    5    1    0    1    0   87    0    2
  8 |    2    0    0    4    1    0    0    0   80    2
  9 |    0    1    0    1    0    0    0    0    1   91
