Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    82    0    0    0    0    0    1    0    2    0 | 96.5%
  1 |     0  123    0    0    0    1    0    0    2    0 | 97.6%
  2 |     1    0  103    3    2    0    0    3    4    0 | 88.8%
  3 |     1    0    1   93    1    2    1    1    6    1 | 86.9%
  4 |     0    1    0    0  100    0    1    0    3    5 | 90.9%
  5 |     0    0    0    2    1   72    2    0   10    0 | 82.8%
  6 |     2    0    0    0    0    1   83    0    1    0 | 95.4%
  7 |     0    2    0    0    1    0    0   92    0    4 | 92.9%
  8 |     2    0    1    1    1    2    0    1   80    1 | 89.9%
  9 |     0    1    0    1    4    0    0    2    4   82 | 87.2%
