Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   78    0    0    0    0    2    3    0    0    2
  1 |    0  125    0    0    0    0    0    0    1    0
  2 |    1    0  101    2    0    0    2    3    5    2
  3 |    0    0    1   96    0    2    3    1    2    2
  4 |    0    0    0    0   90    0    5    1    0   14
  5 |    1    0    0    4    1   74    3    0    3    1
  6 |    3    0    0    0    0    0   84    0    0    0
  7 |    0    1    4    0    0    1    0   78    4   11
  8 |    0    0    1    3    1    1    0    1   77    5
  9 |    0    0    0    0    0    1    0    0    1   92
