Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    82    0    1    0    0    1    1    0    0    0 | 96.5%
  1 |     0  123    0    0    0    1    1    0    1    0 | 97.6%
  2 |     2    0  104    0    0    0    1    4    5    0 | 89.7%
  3 |     0    0    2   98    0    4    0    0    2    1 | 91.6%
  4 |     0    1    1    0   94    0    1    1    3    9 | 85.5%
  5 |     1    0    0    0    0   80    3    0    3    0 | 92.0%
  6 |     4    0    0    0    2    1   80    0    0    0 | 92.0%
  7 |     1    3    2    3    0    0    0   87    1    2 | 87.9%
  8 |     1    0    2    1    2    0    2    1   76    4 | 85.4%
  9 |     0    1    0    1    1    1    0    3    3   84 | 89.4%
