Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    80    0    0    0    0    0    0    3    1    1 | 94.1%
  1 |     0  120    3    0    0    1    0    1    1    0 | 95.2%
  2 |     3    0  106    1    0    0    0    4    2    0 | 91.4%
  3 |     0    0    6   91    1    3    1    1    3    1 | 85.0%
  4 |     0    0    2    0  100    0    1    0    2    5 | 90.9%
  5 |     0    0    0    2    2   80    0    1    2    0 | 92.0%
  6 |     3    0    1    0    1    1   79    0    1    1 | 90.8%
  7 |     0    2    4    0    2    0    0   85    1    5 | 85.9%
  8 |     1    0    4    2    1    4    1    2   70    4 | 78.7%
  9 |     0    1    0    0    6    1    0    5    0   81 | 86.2%
