Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    83    0    0    0    1    0    0    0    1    0 | 97.6%
  1 |     0  115    0    0    1    0    5    0    4    1 | 91.3%
  2 |     1    0  104    2    2    0    0    4    1    2 | 89.7%
  3 |     2    1    4   88    1    4    2    1    0    4 | 82.2%
  4 |     1    0    2    0   84    0    0    0    1   22 | 76.4%
  5 |     3    0    1    3    0   71    3    0    5    1 | 81.6%
  6 |     4    0    0    0    0    4   78    0    1    0 | 89.7%
  7 |     1    1    3    1    1    0    0   80    0   12 | 80.8%
  8 |     4    0    1    3    0    0    4    2   64   11 | 71.9%
  9 |     0    0    0    0    0    0    0    2    3   89 | 94.7%
