Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    82    0    0    0    0    0    2    1    0    0 | 96.5%
  1 |     0  124    1    0    0    1    0    0    0    0 | 98.4%
  2 |     1    1   98    1    1    1    1    8    4    0 | 84.5%
  3 |     0    0    1  100    1    2    1    0    1    1 | 93.5%
  4 |     0    1    0    0  100    0    2    1    0    6 | 90.9%
  5 |     1    0    0    4    1   79    2    0    0    0 | 90.8%
  6 |     3    0    0    0    3    2   79    0    0    0 | 90.8%
  7 |     0    3    0    2    1    0    0   89    0    4 | 89.9%
  8 |     3    1    0    4    3    2    0    4   70    2 | 78.7%
  9 |     0    1    0    1    3    1    0    2    1   85 | 90.4%
