Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   79    0    1    0    1    0    1    0    2    1
  1 |    0  124    1    0    0    0    0    0    1    0
  2 |    2    0  101    4    1    0    0    3    3    2
  3 |    1    0    2   97    0    2    0    1    3    1
  4 |    1    1    1    0   91    0    3    1    1   11
  5 |    1    0    0    5    0   72    2    1    2    4
  6 |    3    0    0    0    0    2   79    0    3    0
  7 |    1    1    4    2    1    0    0   82    1    7
  8 |    3    0    4    1    1    7    0    3   65    5
  9 |    0    1    0    1    2    1    0    0    1   88
