Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   73    0    1    2    1    5    1    0    1    1
  1 |    0  123    1    0    0    1    0    0    1    0
  2 |    0    0  104    2    1    0    3    2    4    0
  3 |    0    1    4   94    0    3    1    1    2    1
  4 |    0    0    0    0   99    1    4    0    1    5
  5 |    0    0    2    1    1   76    1    0    5    1
  6 |    4    0    0    0    2    2   78    0    1    0
  7 |    1    1    5    3    0    0    0   88    0    1
  8 |    0    0    3    5    1    3    0    3   73    1
  9 |    0    1    0    1    6    0    0    4    4   78
