Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    79    0    1    0    1    0    1    0    2    1 | 92.9%
  1 |     0  124    1    0    0    0    0    0    1    0 | 98.4%
  2 |     1    2  102    4    0    0    0    7    0    0 | 87.9%
  3 |     2    0    7   84    0    9    1    3    1    0 | 78.5%
  4 |     0    1    1    0  101    0    1    0    2    4 | 91.8%
  5 |     1    0    0    1    0   76    2    1    5    1 | 87.4%
  6 |     1    0    2    0    0    1   83    0    0    0 | 95.4%
  7 |     0    1    7    0    3    0    0   84    0    4 | 84.8%
  8 |     2    0    1    4    0    1    0    2   78    1 | 87.6%
  9 |     1    1    0    0    8    0    0    1    2   81 | 86.2%
