Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    82    0    0    0    0    0    1    0    1    1 | 96.5%
  1 |     0  123    1    1    0    0    0    0    1    0 | 97.6%
  2 |     1    0  107    2    0    0    1    4    1    0 | 92.2%
  3 |     0    1    3   94    0    4    0    1    4    0 | 87.9%
  4 |     1    1    2    0   89    0    2    2    4    9 | 80.9%
  5 |     0    0    0    1    0   79    4    0    3    0 | 90.8%
  6 |     5    0    0    0    0    1   80    0    1    0 | 92.0%
  7 |     0    2    3    2    1    0    0   89    0    2 | 89.9%
  8 |     2    0    1    2    0    0    0    2   79    3 | 88.8%
  9 |     0    1    0    2    4    0    0    6    3   78 | 83.0%
