Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    83    0    0    0    0    0    1    1    0    0 | 97.6%
  1 |     0  123    1    1    0    0    1    0    0    0 | 97.6%
  2 |     2    0  106    1    0    0    1    3    2    1 | 91.4%
  3 |     0    1    3   96    0    3    1    0    2    1 | 89.7%
  4 |     0    1    1    0   94    0    1    1    1   11 | 85.5%
  5 |     1    0    0    2    1   78    1    0    2    2 | 89.7%
  6 |     4    0    0    0    0    3   80    0    0    0 | 92.0%
  7 |     0    1    1    2    0    0    0   84    1   10 | 84.8%
  8 |     2    0    0    1    1    0    1    1   75    8 | 84.3%
  9 |     0    1    0    1    0    0    0    1    3   88 | 93.6%
