Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   77    0    0    2    0    2    1    0    3    0
  1 |    0  125    0    0    0    0    0    0    1    0
  2 |    1    0   98    2    1    1    2    3    7    1
  3 |    0    0    3   92    0    1    1    2    7    1
  4 |    0    1    2    1  100    0    1    1    1    3
  5 |    2    0    0    6    2   65    4    1    7    0
  6 |    2    0    2    0    5    0   76    1    0    1
  7 |    0    1    4    0    3    0    0   83    4    4
  8 |    2    0    2    3    2    0    0    0   79    1
  9 |    0    1    2    1   22    0    0    2    2   64
