Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    84    0    0    0    0    0    1    0    0    0 | 98.8%
  1 |     0  125    0    1    0    0    0    0    0    0 | 99.2%
  2 |     1    0  103    3    0    0    0    4    4    1 | 88.8%
  3 |     0    0    0  103    0    2    0    0    2    0 | 96.3%
  4 |     1    0    0    0  105    0    1    0    0    3 | 95.5%
  5 |     2    0    0    1    0   82    1    0    1    0 | 94.3%
  6 |     3    0    0    0    1    1   82    0    0    0 | 94.3%
  7 |     0    0    3    3    1    0    0   89    0    3 | 89.9%
  8 |     1    0    0    4    0    1    0    1   77    5 | 86.5%
  9 |     0    1    0    2    3    1    0    2    2   83 | 88.3%
