Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   84    0    0    0    0    1    0    0    0    0
  1 |    0  125    0    0    0    0    0    0    1    0
  2 |    1    1  109    0    0    0    1    2    2    0
  3 |    0    1    1  102    0    2    0    0    1    0
  4 |    0    0    0    0  107    0    1    0    1    1
  5 |    1    0    0    1    0   82    1    0    2    0
  6 |    3    0    0    0    0    1   83    0    0    0
  7 |    0    0    3    3    2    0    0   90    0    1
  8 |    1    0    1    2    1    0    0    1   82    1
  9 |    0    1    0    0    0    0    0    3    1   89
