Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    78    0    2    0    0    0    3    0    2    0 | 91.8%
  1 |     0  122    0    0    0    0    1    0    3    0 | 96.8%
  2 |     4    1   96    1    1    0    0    1   12    0 | 82.8%
  3 |     0    0    2   98    0    3    0    0    3    1 | 91.6%
  4 |     0    2    1    0   94    0    0    0    0   13 | 85.5%
  5 |     1    0    0    3    0   78    0    3    2    0 | 89.7%
  6 |     6    0    0    0    3    1   74    0    3    0 | 85.1%
  7 |     0    2    2    6    0    0    0   82    0    7 | 82.8%
  8 |     0    0    1    3    2    0    0    2   75    6 | 84.3%
  9 |     0    0    0    0    5    1    0    1    2   85 | 90.4%
