Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   80    0    0    0    0    1    3    0    1    0
  1 |    0  125    0    0    0    0    0    0    1    0
  2 |    1    1  105    2    0    0    0    2    4    1
  3 |    0    1    2   97    0    2    0    1    3    1
  4 |    0    1    1    0   96    0    0    2    2    8
  5 |    0    0    0    0    0   83    1    1    1    1
  6 |    4    0    0    0    0    2   81    0    0    0
  7 |    0    0    3    0    0    0    0   95    0    1
  8 |    3    0    0    6    1    0    0    0   78    1
  9 |    0    1    0    1    0    0    0    1    3   88
