Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    81    0    1    0    1    0    1    0    1    0 | 95.3%
  1 |     0  116    2    2    1    1    1    0    3    0 | 92.1%
  2 |     0    0  108    1    2    0    0    3    2    0 | 93.1%
  3 |     2    0    3   95    0    2    0    0    2    3 | 88.8%
  4 |     0    0    2    0   99    0    1    0    1    7 | 90.0%
  5 |     2    0    1    1    1   74    2    0    5    1 | 85.1%
  6 |     2    0    0    0    2    6   76    0    1    0 | 87.4%
  7 |     0    2    5    2    1    0    0   77    2   10 | 77.8%
  8 |     1    1    2    1    1    1    2    1   74    5 | 83.1%
  9 |     0    1    0    1    1    0    0    0    4   87 | 92.6%
