Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    76    0    2    0    0    2    3    1    1    0 | 89.4%
  1 |     0  122    0    0    0    1    1    0    2    0 | 96.8%
  2 |     1    0  102    0    0    1    1    5    6    0 | 87.9%
  3 |     0    0    1   94    1    8    0    0    2    1 | 87.9%
  4 |     0    3    1    0   94    0    3    2    1    6 | 85.5%
  5 |     1    0    0    0    0   82    2    0    2    0 | 94.3%
  6 |     5    0    0    0    2    2   77    0    1    0 | 88.5%
  7 |     0    2    1    4    1    0    0   87    0    4 | 87.9%
  8 |     1    0    3    0    2    2    1    1   75    4 | 84.3%
  9 |     0    1    0    1    3    2    0    6    2   79 | 84.0%
