Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    81    0    0    0    0    1    1    2    0    0 | 95.3%
  1 |     0  125    0    0    0    1    0    0    0    0 | 99.2%
  2 |     1    0  108    0    0    0    0    3    4    0 | 93.1%
  3 |     0    1    1   97    0    4    0    0    2    2 | 90.7%
  4 |     0    0    1    0  101    0    0    0    0    8 | 91.8%
  5 |     0    0    0    2    0   80    1    1    3    0 | 92.0%
  6 |     3    0    0    0    0    2   82    0    0    0 | 94.3%
  7 |     0    2    0    2    2    0    0   86    1    6 | 86.9%
  8 |     3    0    0    1    2    2    1    1   75    4 | 84.3%
  9 |     0    1    0    0    2    0    0    1    2   88 | 93.6%
