Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    81    0    1    0    0    1    0    0    2    0 | 95.3%
  1 |     0  124    1    0    0    0    0    0    1    0 | 98.4%
  2 |     2    1  105    1    1    0    1    3    1    1 | 90.5%
  3 |     1    0    4   92    0    6    1    1    2    0 | 86.0%
  4 |     1    0    2    0  100    0    1    1    2    3 | 90.9%
  5 |     0    0    0    1    1   78    2    2    3    0 | 89.7%
  6 |     2    0    0    0    0    1   84    0    0    0 | 96.6%
  7 |     0    0    4    0    2    0    0   88    1    4 | 88.9%
  8 |     2    0    0    5    1    0    0    1   78    2 | 87.6%
  9 |     0    1    0    0    4    0    0    2    3   84 | 89.4%
