Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    78    0    2    0    0    2    3    0    0    0 | 91.8%
  1 |     0  118    0    1    1    1    1    1    3    0 | 93.7%
  2 |     3    4   88    1    2    1    2    5    9    1 | 75.9%
  3 |     0    1    2   79    0    8    5    4    5    3 | 73.8%
  4 |     0    1    0    0   91    1    4    1    6    6 | 82.7%
  5 |     1    1    1    4    0   63    3    2    9    3 | 72.4%
  6 |     6    0    0    1    5    0   71    0    4    0 | 81.6%
  7 |     1    4    4    2    2    1    0   80    0    5 | 80.8%
  8 |     1    0    2    3    3    2    6    1   69    2 | 77.5%
  9 |     0    2    0    2   17    2    0    6    3   62 | 66.0%
