Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    79    0    0    0    2    0    2    0    1    1 | 92.9%
  1 |     0  124    1    0    0    0    0    0    1    0 | 98.4%
  2 |     1    1  100    4    0    0    2    3    4    1 | 86.2%
  3 |     2    0    3   85    0    7    0    1    5    4 | 79.4%
  4 |     2    0    0    0   97    1    3    3    0    4 | 88.2%
  5 |     1    0    0    1    0   78    4    0    2    1 | 89.7%
  6 |     4    0    0    0    0    0   83    0    0    0 | 95.4%
  7 |     0    0    4    1    0    0    0   88    0    6 | 88.9%
  8 |     3    0    1    2    3    2    0    1   75    2 | 84.3%
  9 |     0    0    0    2    1    0    0    3    4   84 | 89.4%
