Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   80    0    0    0    0    0    3    0    2    0
  1 |    0  124    1    0    0    0    0    0    1    0
  2 |    0    1  101    3    0    0    2    4    5    0
  3 |    0    2    1   95    0    3    0    2    4    0
  4 |    0    0    0    0   94    0    2    1    6    7
  5 |    0    0    0    2    0   78    0    0    6    1
  6 |    3    0    0    0    0    1   83    0    0    0
  7 |    0    2    2    3    2    0    0   86    0    4
  8 |    0    0    0    2    0    1    0    1   81    4
  9 |    0    1    0    0    4    0    0    1    5   83
