Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   78    0    0    1    1    0    1    0    3    1
  1 |    0  124    1    0    0    0    0    0    1    0
  2 |    1    2   99    5    1    0    1    5    1    1
  3 |    0    1    4   91    0    7    0    2    2    0
  4 |    1    1    2    0   97    0    1    2    2    4
  5 |    0    0    0    3    0   73    2    1    6    2
  6 |    1    0    0    0    0    1   84    0    1    0
  7 |    0    3    1    2    3    0    0   83    0    7
  8 |    2    0    0    3    1    1    0    1   79    2
  9 |    0    1    0    0    3    0    0    2    3   85
