Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   84    0    1    0    0    0    0    0    0    0
  1 |    0  125    0    0    0    1    0    0    0    0
  2 |    2    0  101    3    0    0    1    6    3    0
  3 |    0    0    0  103    0    1    0    0    3    0
  4 |    0    1    1    0  102    0    0    1    1    4
  5 |    0    0    0    2    0   83    0    0    2    0
  6 |    6    0    0    0    2    2   77    0    0    0
  7 |    0    0    2    1    2    0    0   92    0    2
  8 |    1    0    4    4    1    0    1    3   71    4
  9 |    0    1    0    2    3    0    0    5    1   82
