Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    80    1    1    0    0    0    1    1    0    1 | 94.1%
  1 |     0  121    0    1    1    0    2    0    1    0 | 96.0%
  2 |     4    6   92    0    2    0    0    6    5    1 | 79.3%
  3 |     2    0    1   96    2    2    1    2    0    1 | 89.7%
  4 |     0    4    0    0   98    0    0    0    1    7 | 89.1%
  5 |     1    0    0    7    1   68    3    1    4    2 | 78.2%
  6 |     4    0    0    0    1    1   80    0    1    0 | 92.0%
  7 |     0    2    1    2    3    0    0   89    0    2 | 89.9%
  8 |     3    2    0    2    3    0    1    1   71    6 | 79.8%
  9 |     0    1    0    0   10    0    0    3    3   77 | 81.9%
