Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   82    0    1    0    0    1    0    0    0    1
  1 |    0  126    0    0    0    0    0    0    0    0
  2 |    2    0  108    0    0    0    1    5    0    0
  3 |    0    0    0  102    0    3    0    1    1    0
  4 |    0    0    1    0  106    0    0    1    0    2
  5 |    1    0    0    0    0   85    0    0    1    0
  6 |    2    0    0    0    0    1   83    0    1    0
  7 |    0    1    5    1    1    0    0   88    0    3
  8 |    1    0    2    1    0    0    0    1   82    2
  9 |    0    0    0    0    1    1    0    2    2   88
