Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    79    0    0    0    0    0    3    1    2    0 | 92.9%
  1 |     0  124    1    0    0    1    0    0    0    0 | 98.4%
  2 |     1    0  105    1    0    0    2    4    3    0 | 90.5%
  3 |     1    1    4   88    0    8    1    0    2    2 | 82.2%
  4 |     0    3    1    0   91    0    2    6    1    6 | 82.7%
  5 |     0    0    0    0    2   78    3    2    2    0 | 89.7%
  6 |     5    0    0    0    0    1   81    0    0    0 | 93.1%
  7 |     0    2    3    0    0    0    0   92    0    2 | 92.9%
  8 |     3    4    4    2    1    1    2    5   65    2 | 73.0%
  9 |     0    3    1    0    8    1    0   11    2   68 | 72.3%
