Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    80    0    2    0    0    0    1    0    0    2 | 94.1%
  1 |     0  123    2    0    0    1    0    0    0    0 | 97.6%
  2 |     1    0  106    3    0    0    0    4    1    1 | 91.4%
  3 |     1    0   10   87    2    2    0    1    2    2 | 81.3%
  4 |     0    2    0    0   98    0    1    1    0    8 | 89.1%
  5 |     1    0    1    1    1   72    3    0    8    0 | 82.8%
  6 |     2    0    0    0    2    2   80    0    1    0 | 92.0%
  7 |     0    0    1    0    2    0    0   90    0    6 | 90.9%
  8 |     1    0    3    2    2    3    0    1   71    6 | 79.8%
  9 |     0    1    0    0    2    0    0    1    0   90 | 95.7%
