Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   83    0    0    0    0    1    1    0    0    0
  1 |    0  124    1    1    0    0    0    0    0    0
  2 |    1    0  112    1    0    0    1    1    0    0
  3 |    0    0    1  102    0    2    0    1    1    0
  4 |    0    0    0    0  106    0    1    0    0    3
  5 |    0    0    0    1    0   86    0    0    0    0
  6 |    2    0    0    0    0    1   84    0    0    0
  7 |    0    1    2    1    1    0    0   92    0    2
  8 |    2    0    1    1    0    0    0    0   82    3
  9 |    0    0    0    0    1    0    0    1    0   92
