Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   79    0    0    0    0    0    2    0    4    0
  1 |    0  118    2    5    0    1    0    0    0    0
  2 |    2    0   92    3    2    0    2    4    8    3
  3 |    0    0    1   92    0    4    3    3    4    0
  4 |    1    0    0    3   83    2    4    1    4   12
  5 |    2    1    0    4    1   56    5    1   14    3
  6 |    2    0    0    0    2    2   77    1    3    0
  7 |    0    2    3    3    0    0    0   82    1    8
  8 |    4    0    1    2    2    0    0    2   74    4
  9 |    0    1    0    2    5    0    0    5    2   79
