Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    79    0    0    0    0    0    4    0    1    1 | 92.9%
  1 |     0  124    0    0    0    0    1    0    1    0 | 98.4%
  2 |     3    2  102    3    0    0    2    3    1    0 | 87.9%
  3 |     1    0    2  102    0    0    0    0    2    0 | 95.3%
  4 |     0    3    0    0  100    0    2    1    0    4 | 90.9%
  5 |     0    0    0    1    0   76    2    1    6    1 | 87.4%
  6 |     2    0    0    0    0    0   84    0    1    0 | 96.6%
  7 |     0    0    3    2    1    0    0   90    0    3 | 90.9%
  8 |     1    0    2    5    1    0    2    2   74    2 | 83.1%
  9 |     0    2    0    1    2    0    0    4    2   83 | 88.3%
