Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    64    0    3    0    0    0    3    1   14    0 | 75.3%
  1 |     0  115    0    1    3    0    2    0    5    0 | 91.3%
  2 |     3    0   90    3    2    1    2    3   12    0 | 77.6%
  3 |     0    0    2   76    2    1    0    3   16    7 | 71.0%
  4 |     0    3    0    0   94    0    2    0    4    7 | 85.5%
  5 |     3    0    0    6    2   48    2    2   21    3 | 55.2%
  6 |     7    0    0    0    1    1   69    0    9    0 | 79.3%
  7 |     1    3    2    4    0    0    0   82    2    5 | 82.8%
  8 |     3    1    2    1    1    0    3    3   73    2 | 82.0%
  9 |     0    3    0    1    5    0    0    1    7   77 | 81.9%
