Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    80    0    1    0    0    0    3    0    1    0 | 94.1%
  1 |     0  122    1    2    0    0    0    0    1    0 | 96.8%
  2 |     1    0  108    4    0    0    1    2    0    0 | 93.1%
  3 |     0    1    4  101    0    0    0    0    1    0 | 94.4%
  4 |     0    0    2    0  102    0    0    1    1    4 | 92.7%
  5 |     0    0    0    3    0   77    2    0    5    0 | 88.5%
  6 |     3    0    0    0    0    2   80    0    2    0 | 92.0%
  7 |     0    1    4    2    2    0    0   89    0    1 | 89.9%
  8 |     2    0    1    4    0    1    0    1   77    3 | 86.5%
  9 |     0    2    1    3    3    0    0    2    2   81 | 86.2%
