Confusion Matrix
(rows = actual, columns = predicted)

         0    1    2    3    4    5    6    7    8    9
     --------------------------------------------------
  0 |   83    0    0    0    2    0    0    0    0    0
  1 |    0  112    0    1    2    0    1    1    9    0
  2 |    2    0  100    3    2    0    0    3    5    1
  3 |    1    0    5   77    2   14    0    2    5    1
  4 |    1    0    0    0   99    1    2    0    1    6
  5 |    0    0    0    0    0   84    0    0    2    1
  6 |    3    0    0    0    2    7   75    0    0    0
  7 |    0    0    2    1    5    0    0   85    0    6
  8 |    1    0    3    1    2    3    0    1   76    2
  9 |    0    0    0    0    1    0    0    1    4   88
