Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   76    0    1    0    0    0    4    0    3    1
  1 |    0  123    0    0    1    1    1    0    0    0
  2 |    1    2   99    7    0    0    0    2    5    0
  3 |    1    0    0   97    0    3    0    0    6    0
  4 |    0    1    0    0   99    0    1    1    1    7
  5 |    0    0    0    2    0   73    2    0    7    3
  6 |    4    0    0    0    0    3   76    0    4    0
  7 |    0    0    2    6    2    0    0   86    0    3
  8 |    1    0    1    6    0    6    4    0   68    3
  9 |    0    1    0    1    3    1    0    0    2   86
