Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    83    0    0    0    0    1    0    1    0    0 | 97.6%
  1 |     0  120    1    1    0    0    0    0    4    0 | 95.2%
  2 |     1    0  107    1    1    0    1    4    1    0 | 92.2%
  3 |     1    2    2   94    0    2    0    1    3    2 | 87.9%
  4 |     0    0    0    0   98    0    2    1    2    7 | 89.1%
  5 |     1    0    0    1    1   77    1    1    5    0 | 88.5%
  6 |     3    0    0    0    0    2   80    1    1    0 | 92.0%
  7 |     0    0    1    1    2    0    0   92    0    3 | 92.9%
  8 |     3    0    2    0    3    1    0    2   75    3 | 84.3%
  9 |     0    0    1    0    1    0    0    7    2   83 | 88.3%
