Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    80    0    2    0    1    0    2    0    0    0 | 94.1%
  1 |     0  121    2    0    1    0    2    0    0    0 | 96.0%
  2 |     1    1  107    1    0    0    0    4    2    0 | 92.2%
  3 |     0    0    1  102    0    3    0    0    0    1 | 95.3%
  4 |     0    1    1    0   95    0    0    2    0   11 | 86.4%
  5 |     0    0    0    4    0   80    0    1    2    0 | 92.0%
  6 |     5    0    0    0    1    4   77    0    0    0 | 88.5%
  7 |     0    0    3    9    0    0    0   83    0    4 | 83.8%
  8 |     1    0    3    7    0    2    0    1   68    7 | 76.4%
  9 |     0    1    0    4    2    0    0    1    2   84 | 89.4%
