Confusion Matrix (rows=true, cols=predicted)
============================================================

          0    1    2    3    4    5    6    7    8    9
------------------------------------------------------------
  0 |    81    0    0    0    0    0    4    0    0    0 | 95.3%
  1 |     0  124    0    0    0    2    0    0    0    0 | 98.4%
  2 |     1    0  101    2    1    0    3    5    1    2 | 87.1%
  3 |     1    1    5   88    0    6    0    0    6    0 | 82.2%
  4 |     0    1    0    1  100    0    2    0    1    5 | 90.9%
  5 |     2    0    0    2    0   78    0    1    3    1 | 89.7%
  6 |     2    0    1    0    2    1   80    1    0    0 | 92.0%
  7 |     0    2    4    2    0    0    0   87    0    4 | 87.9%
  8 |     1    0    1    3    4    1    0    1   73    5 | 82.0%
  9 |     0    1    0    2    3    0    0    2    1   85 | 90.4%
