Confusion Matrix
============================================================
Rows = True label, Columns = Predicted label

         0    1    2    3    4    5    6    7    8    9
     ---------------------------------------------
  0 |   74    0    3    1    0    0    2    0    5    0
  1 |    0  124    0    0    1    0    1    0    0    0
  2 |    3    0  102    5    0    1    0    1    3    1
  3 |    0    0    5   95    0    0    1    1    2    3
  4 |    0    2    5    0   92    0    1    0    0   10
  5 |    1    0    1    6    0   66    2    1    7    3
  6 |    3    0    1    2    1    0   77    0    3    0
  7 |    0    0    3    6    2    0    0   81    0    7
  8 |    3    0    2   12    1    8    2    1   58    2
  9 |    0    1    1    4    1    0    0    0    1   86
